Update,Episode,Step,dy,dx,vy,thrust,pitch,reward
0,1,418,1.75,-3.28,-0.14,0.48,0.79,-0.010
0,1,419,1.75,-3.28,-0.16,0.96,0.28,-0.010
0,1,420,1.75,-3.28,-0.09,0.23,0.21,-0.010
0,1,421,1.75,-3.27,-0.21,0.59,-0.66,-0.010
0,1,422,1.76,-3.27,-0.21,0.60,-0.16,-0.010
0,1,423,1.76,-3.26,-0.23,0.93,0.38,-0.010
0,1,424,1.76,-3.26,-0.16,0.64,-0.00,-0.010
0,1,425,1.76,-3.25,-0.18,0.52,-0.81,-0.010
0,1,426,1.76,-3.24,-0.24,0.71,0.57,-0.010
0,1,427,1.76,-3.24,-0.24,0.62,-0.27,-0.010
0,1,428,1.76,-3.23,-0.26,0.72,-0.09,-0.010
0,1,429,1.76,-3.22,-0.26,0.64,0.20,-0.011
0,1,430,1.76,-3.21,-0.28,0.77,0.60,-0.010
0,1,431,1.76,-3.20,-0.27,0.37,-0.75,-0.011
0,1,432,1.76,-3.19,-0.32,0.82,-0.06,-0.011
0,1,433,1.76,-3.18,-0.29,0.24,-0.30,-0.011
0,1,434,1.76,-3.17,-0.39,0.49,0.36,-0.011
0,1,435,1.75,-3.17,-0.42,0.88,-0.64,-0.011
0,1,436,1.75,-3.16,-0.38,0.31,0.14,-0.011
0,1,437,1.75,-3.15,-0.46,0.78,-0.06,-0.011
0,1,438,1.75,-3.14,-0.39,0.11,-0.71,-0.011
0,1,439,1.75,-3.13,-0.47,0.60,0.10,-0.011
0,1,440,1.75,-3.12,-0.49,0.90,-0.45,-0.011
0,1,441,1.75,-3.11,-0.46,0.39,-0.70,-0.011
0,1,442,1.75,-3.10,-0.55,0.42,0.15,-0.011
0,1,443,1.75,-3.09,-0.62,0.40,-0.63,-0.011
0,1,444,1.75,-3.07,-0.66,0.59,-0.40,-0.011
0,1,445,1.75,-3.06,-0.68,0.40,-0.47,-0.011
0,1,446,1.75,-3.05,-0.74,0.14,-0.37,-0.012
0,1,447,1.75,-3.04,-0.84,0.53,-0.91,-0.012
0,1,448,1.75,-3.02,-0.88,0.33,-0.89,-0.012
0,1,449,1.74,-3.01,-0.95,0.42,-0.47,-0.012
0,1,450,1.74,-3.00,-1.01,0.10,-0.84,-0.012
0,1,451,1.74,-2.99,-1.13,0.55,-0.37,-0.012
0,1,452,1.73,-2.97,-1.17,0.74,-0.44,-0.012
0,1,453,1.73,-2.96,-1.19,0.53,0.50,-0.013
0,1,454,1.73,-2.95,-1.24,0.27,0.40,-0.013
0,1,455,1.72,-2.93,-1.33,0.14,-0.22,-0.013
0,1,456,1.72,-2.92,-1.45,0.72,0.14,-0.013
0,1,457,1.71,-2.91,-1.47,0.33,-0.31,-0.013
0,1,458,1.70,-2.89,-1.56,0.33,0.67,-0.014
0,1,459,1.70,-2.88,-1.65,0.48,-0.09,-0.014
0,1,460,1.69,-2.86,-1.71,0.22,-0.73,-0.014
0,1,461,1.68,-2.85,-1.82,0.56,-0.56,-0.014
0,1,462,1.67,-2.83,-1.88,0.11,-0.49,-0.015
0,1,463,1.66,-2.82,-2.01,0.70,0.01,-0.015
0,1,464,1.65,-2.80,-2.05,0.50,0.10,-0.015
0,1,465,1.64,-2.78,-2.12,0.23,-0.27,-0.015
0,1,466,1.63,-2.77,-2.23,0.54,-0.75,-0.015
0,1,467,1.61,-2.75,-2.30,0.79,-0.46,-0.016
0,1,468,1.60,-2.73,-2.35,0.14,-0.80,-0.016
0,1,469,1.59,-2.71,-2.47,0.46,-0.73,-0.016
0,1,470,1.57,-2.69,-2.56,0.96,-0.29,-50.000
0,2,471,8.51,-3.41,-0.20,0.27,0.20,-0.011
0,2,472,8.51,-3.41,-0.31,0.67,0.20,-0.012
0,2,473,8.50,-3.41,-0.30,0.10,0.75,-0.012
0,2,474,8.49,-3.41,-0.47,0.73,0.19,-0.012
0,2,475,8.48,-3.41,-0.45,0.04,0.15,-0.012
0,2,476,8.47,-3.41,-0.63,0.18,0.41,-0.012
0,2,477,8.46,-3.41,-0.77,0.67,-0.51,-0.012
0,2,478,8.44,-3.41,-0.76,0.26,0.58,-0.012
0,2,479,8.42,-3.41,-0.88,0.14,0.39,-0.012
0,2,480,8.40,-3.41,-1.03,0.77,-0.33,-0.012
0,2,481,8.38,-3.41,-1.00,0.60,0.09,-0.012
0,2,482,8.36,-3.41,-1.01,0.27,-0.23,-0.012
0,2,483,8.34,-3.41,-1.12,0.33,0.63,-0.013
0,2,484,8.32,-3.41,-1.22,0.58,0.85,-0.013
0,2,485,8.29,-3.41,-1.24,0.43,0.49,-0.013
0,2,486,8.26,-3.41,-1.30,0.37,0.67,-0.013
0,2,487,8.24,-3.41,-1.38,0.33,0.38,-0.013
0,2,488,8.21,-3.41,-1.48,0.39,0.93,-0.013
0,2,489,8.18,-3.41,-1.55,0.20,0.61,-0.013
0,2,490,8.14,-3.41,-1.69,0.56,0.09,-0.013
0,2,491,8.11,-3.41,-1.71,0.19,-0.85,-0.013
0,2,492,8.07,-3.41,-1.85,0.46,-0.17,-0.013
0,2,493,8.03,-3.41,-1.90,0.34,-0.01,-0.013
0,2,494,7.99,-3.41,-1.99,0.33,0.04,-0.013
0,2,495,7.95,-3.41,-2.08,0.27,0.19,-0.014
0,2,496,7.91,-3.41,-2.19,0.48,-0.17,-0.014
0,2,497,7.86,-3.41,-2.24,0.63,0.34,-0.014
0,2,498,7.82,-3.41,-2.25,0.14,0.42,-0.014
0,2,499,7.77,-3.41,-2.40,0.24,-0.68,-0.014
0,2,500,7.72,-3.41,-2.51,0.19,0.14,-0.014
0,2,501,7.67,-3.41,-2.65,0.36,-0.74,-0.014
0,2,502,7.61,-3.41,-2.73,0.43,0.27,-0.014
0,2,503,7.56,-3.41,-2.79,0.28,-0.84,-0.014
0,2,504,7.50,-3.41,-2.90,0.14,-0.37,-0.014
0,2,505,7.44,-3.41,-3.05,0.04,-0.33,-0.015
0,2,506,7.37,-3.41,-3.22,0.37,-0.36,-0.015
0,2,507,7.31,-3.41,-3.30,0.24,-0.04,-0.015
0,2,508,7.24,-3.41,-3.42,0.09,-0.33,-0.015
0,2,509,7.17,-3.41,-3.58,0.58,-0.51,-0.015
0,2,510,7.09,-3.41,-3.60,0.28,0.40,-0.015
0,2,511,7.02,-3.41,-3.70,0.05,-0.25,-0.015
0,2,512,6.94,-3.41,-3.87,0.19,-0.89,-0.015
0,2,513,6.86,-3.41,-4.00,0.48,-0.40,-0.015
0,2,514,6.78,-3.41,-4.05,0.09,-0.61,-0.015
0,2,515,6.70,-3.41,-4.21,0.28,-0.55,-0.015
0,2,516,6.61,-3.41,-4.31,0.03,-0.66,-0.016
0,2,517,6.52,-3.41,-4.49,0.17,-0.41,-0.016
0,2,518,6.43,-3.41,-4.63,0.04,0.08,-0.016
0,2,519,6.33,-3.41,-4.80,0.29,0.11,-0.016
0,2,520,6.24,-3.41,-4.90,0.03,-0.86,-0.016
0,2,521,6.13,-3.41,-5.08,0.16,-0.75,-0.016
0,2,522,6.03,-3.42,-5.21,0.26,-0.35,-0.016
0,2,523,5.92,-3.42,-5.32,0.19,-0.65,-0.017
0,2,524,5.81,-3.42,-5.45,0.06,-0.42,-0.017
0,2,525,5.70,-3.42,-5.62,0.65,0.23,-0.017
0,2,526,5.59,-3.42,-5.61,0.02,-0.89,-0.017
0,2,527,5.47,-3.42,-5.79,0.03,-0.55,-0.017
0,2,528,5.35,-3.42,-5.96,0.13,-0.65,-0.017
0,2,529,5.23,-3.42,-6.11,0.06,-0.79,-0.018
0,2,530,5.11,-3.43,-6.27,0.01,-0.09,-0.018
0,2,531,4.98,-3.43,-6.45,0.16,-0.09,-0.018
0,2,532,4.85,-3.43,-6.59,0.21,-0.97,-0.018
0,2,533,4.71,-3.43,-6.71,0.35,-0.49,-0.019
0,2,534,4.58,-3.43,-6.78,0.09,-0.96,-0.019
0,2,535,4.44,-3.43,-6.94,0.09,-0.93,-0.019
0,2,536,4.30,-3.44,-7.09,0.15,-0.96,-0.019
0,2,537,4.15,-3.44,-7.23,0.07,-0.90,-0.020
0,2,538,4.00,-3.44,-7.39,0.20,-0.72,-0.020
0,2,539,3.85,-3.44,-7.51,0.18,-0.73,-0.020
0,2,540,3.70,-3.45,-7.64,0.11,-0.29,-0.021
0,2,541,3.54,-3.45,-7.79,0.17,-0.69,-0.021
0,2,542,3.39,-3.45,-7.92,0.12,-0.63,-0.022
0,2,543,3.22,-3.45,-8.06,0.06,-0.91,-0.022
0,2,544,3.06,-3.46,-8.23,0.04,-0.92,-0.023
0,2,545,2.89,-3.46,-8.40,0.05,-0.63,-0.024
0,2,546,2.72,-3.46,-8.56,0.01,-0.74,-0.024
0,2,547,2.55,-3.46,-8.74,0.09,-0.97,-0.025
0,2,548,2.37,-3.47,-8.89,0.02,-0.95,-0.026
0,2,549,2.19,-3.47,-9.06,0.13,-0.70,-0.027
0,2,550,2.00,-3.47,-9.20,0.02,-0.94,-0.029
0,2,551,1.82,-3.47,-9.37,0.29,-0.87,-0.030
0,2,552,1.63,-3.48,-9.46,0.02,-0.15,-0.032
0,2,553,1.44,-3.48,-9.63,0.50,-0.97,-0.010
0,2,554,1.54,-3.48,0.23,0.40,-0.59,-0.010
0,2,555,1.56,-3.49,0.15,0.15,-0.66,-0.010
0,2,556,1.56,-3.51,-0.00,0.06,-0.89,-0.010
0,2,557,1.57,-3.52,0.22,0.47,-0.96,-0.010
0,2,558,1.58,-3.52,0.45,0.38,-0.61,-0.010
0,2,559,1.59,-3.53,0.45,0.41,0.05,-0.010
0,2,560,1.59,-3.54,0.41,0.47,-0.30,-0.010
0,2,561,1.60,-3.54,0.39,0.18,0.19,-0.010
0,2,562,1.61,-3.55,0.37,0.12,0.49,-0.010
0,2,563,1.62,-3.56,0.35,0.36,-0.87,-0.010
0,2,564,1.62,-3.56,0.33,0.04,-0.80,-0.010
0,2,565,1.63,-3.57,0.30,0.09,-0.33,-0.010
0,2,566,1.64,-3.58,0.28,0.36,-0.78,-0.010
0,2,567,1.64,-3.58,0.27,0.24,0.78,-0.010
0,2,568,1.65,-3.59,0.25,0.36,-0.49,-0.010
0,2,569,1.65,-3.59,0.24,0.20,0.14,-0.010
0,2,570,1.66,-3.60,0.22,0.14,-0.72,-0.010
0,2,571,1.66,-3.60,0.21,0.45,0.02,-0.010
0,2,572,1.67,-3.60,0.20,0.22,-0.71,-0.010
0,2,573,1.67,-3.61,0.18,0.16,-0.31,-0.010
0,2,574,1.68,-3.61,0.17,0.05,-0.76,-0.010
0,2,575,1.68,-3.61,0.15,0.40,-0.72,-0.010
0,2,576,1.68,-3.62,0.15,0.04,0.38,-0.010
0,2,577,1.69,-3.62,0.13,0.74,-0.41,-0.010
0,2,578,1.69,-3.62,0.15,0.03,0.02,-0.010
0,2,579,1.69,-3.62,0.10,0.20,-0.55,-0.010
0,2,580,1.69,-3.63,0.10,0.28,-0.98,-0.010
0,2,581,1.70,-3.63,0.10,0.08,-0.52,-0.010
0,2,582,1.70,-3.63,0.08,0.11,-0.06,-0.010
0,2,583,1.70,-3.63,0.07,0.72,-0.18,-0.010
0,2,584,1.70,-3.63,0.09,0.63,0.01,-0.010
0,2,585,1.70,-3.63,0.08,0.08,-0.09,-0.010
0,2,586,1.70,-3.64,0.04,0.65,-0.42,-0.010
0,2,587,1.71,-3.64,0.07,0.28,0.15,-0.010
0,2,588,1.71,-3.64,0.06,0.58,-0.53,-0.010
0,2,589,1.71,-3.64,0.06,0.60,-0.20,-0.010
0,2,590,1.71,-3.64,0.06,0.32,-0.43,-0.010
0,2,591,1.71,-3.64,0.06,0.33,-0.62,-0.010
0,2,592,1.71,-3.64,0.05,0.25,-0.33,-0.010
0,2,593,1.71,-3.64,0.04,0.13,-0.19,-0.010
0,2,594,1.71,-3.64,0.03,0.41,0.48,-0.010
0,2,595,1.72,-3.64,0.03,0.20,0.44,-0.010
0,2,596,1.72,-3.64,0.02,0.32,-0.79,-0.010
0,2,597,1.72,-3.64,0.02,0.37,-0.89,-0.010
0,2,598,1.72,-3.64,0.02,0.14,-0.94,-0.010
0,2,599,1.72,-3.64,0.00,0.14,-0.16,-0.010
0,2,600,1.72,-3.64,-0.00,0.83,-0.52,-0.010
0,2,601,1.72,-3.64,0.05,0.29,0.00,-0.010
0,2,602,1.72,-3.64,-0.04,0.08,-0.48,-0.010
0,2,603,1.72,-3.64,-0.02,0.33,-0.04,-0.010
0,2,604,1.72,-3.64,-0.02,0.26,-0.84,-0.010
0,2,605,1.72,-3.64,-0.03,0.90,-0.93,-0.010
0,2,606,1.72,-3.64,0.04,0.44,0.75,-0.010
0,2,607,1.72,-3.64,-0.02,0.61,-0.84,-0.010
0,2,608,1.71,-3.64,-0.04,0.41,-0.44,-0.010
0,2,609,1.71,-3.64,-0.07,0.19,-0.34,-0.010
0,2,610,1.71,-3.64,-0.03,0.50,-0.44,-0.010
0,2,611,1.71,-3.64,-0.02,0.23,0.32,-0.010
0,2,612,1.71,-3.63,-0.03,0.04,-0.65,-0.010
0,2,613,1.71,-3.63,-0.05,0.85,-0.80,-0.010
0,2,614,1.71,-3.63,0.01,0.41,-0.72,-0.011
0,2,615,1.71,-3.63,-0.06,0.15,-0.28,-0.011
0,2,616,1.70,-3.63,-0.22,0.05,0.09,-0.010
0,2,617,1.70,-3.63,-0.07,0.36,-0.37,-0.010
0,2,618,1.70,-3.63,-0.04,0.50,0.28,-0.010
0,2,619,1.70,-3.62,-0.05,0.85,-0.43,-0.010
0,2,620,1.70,-3.62,0.01,0.61,-0.70,-0.010
0,2,621,1.70,-3.62,-0.01,0.52,-0.45,-0.010
0,2,622,1.70,-3.62,-0.05,0.43,-0.73,-0.010
0,2,623,1.70,-3.62,-0.12,0.47,-0.57,-0.011
0,2,624,1.69,-3.61,-0.11,0.20,-0.47,-0.010
0,2,625,1.69,-3.61,-0.07,0.07,-0.05,-0.010
0,2,626,1.69,-3.61,-0.07,0.05,-0.49,-0.010
0,2,627,1.69,-3.61,-0.09,0.18,-0.75,-0.010
0,2,628,1.69,-3.60,-0.10,0.24,-0.54,-0.010
0,2,629,1.68,-3.60,-0.11,0.08,-0.64,-0.010
0,2,630,1.68,-3.60,-0.12,0.58,-0.90,-0.010
0,2,631,1.68,-3.59,-0.12,0.11,0.26,-0.011
0,2,632,1.68,-3.59,-0.13,0.15,-0.88,-0.011
0,2,633,1.67,-3.59,-0.15,0.56,-0.32,-0.011
0,2,634,1.67,-3.58,-0.14,0.19,-0.71,-0.011
0,2,635,1.67,-3.58,-0.16,0.29,-0.18,-0.011
0,2,636,1.66,-3.57,-0.16,0.21,-0.55,-0.011
0,2,637,1.66,-3.57,-0.18,0.49,-0.19,-0.011
0,2,638,1.65,-3.56,-0.18,0.01,-0.60,-0.011
0,2,639,1.65,-3.56,-0.20,0.26,-0.72,-0.011
0,2,640,1.65,-3.55,-0.21,0.53,-0.88,-0.011
0,2,641,1.64,-3.55,-0.21,0.94,0.21,-0.011
0,2,642,1.64,-3.54,-0.12,0.63,-0.61,-0.010
0,2,643,1.64,-3.54,-0.13,0.85,-0.75,-0.010
0,2,644,1.63,-3.53,-0.07,0.56,-0.54,-0.010
0,2,645,1.63,-3.53,-0.10,0.52,0.13,-0.010
0,2,646,1.63,-3.52,-0.14,0.35,-0.96,-0.011
0,2,647,1.62,-3.52,-0.23,0.19,-0.13,-0.011
0,2,648,1.62,-3.51,-0.37,0.34,-0.45,-0.011
0,2,649,1.61,-3.51,-0.40,0.24,-0.34,-0.011
0,2,650,1.60,-3.50,-0.28,0.40,-0.11,-0.011
0,2,651,1.60,-3.50,-0.25,0.36,-0.54,-0.011
0,2,652,1.59,-3.49,-0.26,0.32,0.19,-0.011
0,2,653,1.59,-3.49,-0.26,0.39,-0.19,-0.010
0,2,654,1.59,-3.48,-0.00,0.40,-0.77,-0.010
0,2,655,1.59,-3.48,0.08,0.12,-0.32,-0.010
0,2,656,1.59,-3.48,0.06,0.72,-0.65,-0.010
0,2,657,1.59,-3.47,0.08,0.55,-0.40,-0.010
0,2,658,1.59,-3.47,0.05,0.58,-0.57,-0.010
0,2,659,1.59,-3.46,0.05,0.38,-0.87,-0.010
0,2,660,1.59,-3.46,0.05,0.08,-0.14,-0.010
0,2,661,1.59,-3.46,0.02,0.22,-0.43,-0.010
0,2,662,1.59,-3.45,0.02,0.58,-0.75,-0.010
0,2,663,1.59,-3.45,0.01,0.16,-0.96,-0.010
0,2,664,1.59,-3.45,-0.01,0.83,-0.84,-0.010
0,2,665,1.59,-3.44,0.05,0.10,0.07,-0.010
0,2,666,1.59,-3.44,-0.05,0.15,0.41,-0.010
0,2,667,1.59,-3.44,-0.04,0.54,0.79,-0.010
0,2,668,1.59,-3.43,-0.04,0.41,-0.60,-0.010
0,2,669,1.59,-3.43,-0.05,0.23,-0.63,-0.010
0,2,670,1.59,-3.42,-0.07,0.50,-0.78,-0.010
0,2,671,1.59,-3.42,-0.07,0.60,0.48,-0.010
0,2,672,1.59,-3.42,-0.07,0.30,-0.83,-0.010
0,2,673,1.59,-3.41,-0.07,0.53,-0.90,-0.010
0,2,674,1.59,-3.41,0.10,0.77,-0.19,-0.010
0,2,675,1.59,-3.41,0.14,0.69,-0.81,-0.010
0,2,676,1.59,-3.41,0.16,0.44,-0.92,-0.010
0,2,677,1.60,-3.40,0.13,0.70,-0.04,-0.010
0,2,678,1.60,-3.40,0.15,0.58,0.43,-0.010
0,2,679,1.60,-3.40,0.12,0.33,-0.40,-0.010
0,2,680,1.61,-3.39,0.12,0.19,0.03,-0.010
0,2,681,1.61,-3.39,0.11,0.64,-0.95,-0.010
0,2,682,1.61,-3.39,0.11,0.43,-0.49,-0.010
0,2,683,1.61,-3.38,0.10,0.18,-0.39,-0.010
0,2,684,1.61,-3.38,0.08,0.49,-0.30,-0.010
0,2,685,1.62,-3.38,0.09,0.41,-0.82,-0.010
0,2,686,1.62,-3.38,0.08,0.35,0.06,-0.010
0,2,687,1.62,-3.38,0.06,0.75,-0.36,-0.010
0,2,688,1.62,-3.37,0.09,0.94,-0.70,-0.010
0,2,689,1.63,-3.37,0.18,0.83,-0.11,-0.010
0,2,690,1.63,-3.37,0.23,0.45,0.53,-0.010
0,2,691,1.63,-3.37,0.17,0.14,-0.58,-0.010
0,2,692,1.63,-3.36,0.01,0.13,-0.45,-0.010
0,2,693,1.63,-3.36,-0.15,0.35,-0.04,-0.010
0,2,694,1.63,-3.36,-0.10,0.41,-0.61,-0.010
0,2,695,1.63,-3.35,0.01,0.42,-0.21,-0.010
0,2,696,1.63,-3.35,0.04,0.39,-0.51,-0.010
0,2,697,1.63,-3.35,0.03,0.31,-0.39,-0.010
0,2,698,1.63,-3.35,0.01,0.50,-0.70,-0.010
0,2,699,1.63,-3.35,0.01,0.18,-0.56,-0.010
0,2,700,1.63,-3.34,-0.01,0.47,-0.78,-0.010
0,2,701,1.63,-3.34,-0.01,0.21,-0.54,-0.010
0,2,702,1.63,-3.34,-0.03,0.09,0.69,-0.010
0,2,703,1.63,-3.34,-0.04,0.61,-0.54,-0.010
0,2,704,1.63,-3.34,-0.04,0.04,-0.67,-0.010
0,2,705,1.63,-3.33,-0.07,0.65,-0.78,-0.010
0,2,706,1.63,-3.33,-0.06,0.34,-0.18,-0.010
0,2,707,1.63,-3.33,-0.07,0.11,-0.55,-0.010
0,2,708,1.62,-3.33,-0.09,0.28,0.56,-0.010
0,2,709,1.62,-3.33,-0.10,0.39,0.11,-0.010
0,2,710,1.62,-3.33,-0.10,0.16,-0.05,-0.010
0,2,711,1.62,-3.33,-0.01,0.78,-0.84,-0.010
0,2,712,1.62,-3.32,0.10,0.22,-0.98,-0.010
0,2,713,1.63,-3.32,0.10,0.65,0.37,-0.010
0,2,714,1.63,-3.32,0.10,0.63,-0.21,-0.010
0,2,715,1.63,-3.32,0.09,0.11,-0.42,-0.010
0,2,716,1.63,-3.32,0.06,0.34,0.06,-0.010
0,2,717,1.63,-3.32,0.07,0.74,-0.18,-0.010
0,2,718,1.63,-3.31,0.10,0.39,-0.61,-0.010
0,2,719,1.64,-3.31,0.06,0.17,-0.75,-0.010
0,2,720,1.64,-3.31,0.05,0.44,0.20,-0.010
0,2,721,1.64,-3.31,0.05,0.48,-0.07,-0.010
0,2,722,1.64,-3.31,0.05,0.18,-0.15,-0.010
0,2,723,1.64,-3.31,0.03,0.37,-0.65,-0.010
0,2,724,1.64,-3.30,0.03,0.70,-0.73,-0.010
0,2,725,1.64,-3.30,0.04,0.28,-0.78,-0.010
0,2,726,1.64,-3.30,0.01,0.07,-0.07,-0.010
0,2,727,1.64,-3.30,-0.00,0.24,0.41,-0.010
0,2,728,1.64,-3.30,-0.01,0.65,-0.94,-0.010
0,2,729,1.64,-3.29,-0.00,0.38,-0.40,-0.010
0,2,730,1.64,-3.29,-0.02,0.74,-0.29,-0.010
0,2,731,1.64,-3.29,0.01,0.29,0.39,-0.010
0,2,732,1.64,-3.28,-0.04,0.37,-0.40,-0.010
0,2,733,1.64,-3.28,-0.03,0.44,-0.91,-0.010
0,2,734,1.64,-3.28,-0.03,0.08,-0.86,-0.010
0,2,735,1.64,-3.28,-0.05,0.21,-0.68,-0.010
0,2,736,1.64,-3.27,-0.06,0.15,-0.90,-0.010
0,2,737,1.64,-3.27,-0.07,0.18,-0.20,-0.010
0,2,738,1.64,-3.27,-0.05,0.24,-0.44,-0.010
0,2,739,1.64,-3.27,0.05,0.41,-0.62,-0.010
0,2,740,1.64,-3.27,0.07,0.10,-0.86,-0.010
0,2,741,1.64,-3.27,0.05,0.11,-0.09,-0.010
0,2,742,1.64,-3.26,0.04,0.85,-0.61,-0.010
0,2,743,1.65,-3.26,0.09,0.25,-0.52,-0.010
0,2,744,1.65,-3.26,0.00,0.43,-0.84,-0.010
0,2,745,1.65,-3.26,0.02,0.20,-0.93,-0.010
0,2,746,1.65,-3.26,0.01,0.67,-0.87,-0.010
0,2,747,1.65,-3.25,0.01,0.15,-0.76,-0.010
0,2,748,1.65,-3.25,-0.01,0.18,-0.12,-0.010
0,2,749,1.65,-3.25,-0.02,0.56,-0.64,-0.010
0,2,750,1.65,-3.25,-0.02,0.32,-0.47,-0.010
0,2,751,1.65,-3.25,-0.03,0.78,-0.32,-0.010
0,2,752,1.65,-3.24,0.02,0.41,0.18,-0.010
0,2,753,1.65,-3.24,0.05,0.32,-0.49,-0.010
0,2,754,1.65,-3.24,0.05,0.43,-0.71,-0.010
0,2,755,1.65,-3.24,0.04,0.15,-0.31,-0.010
0,2,756,1.65,-3.23,0.02,0.34,-0.72,-0.010
0,2,757,1.65,-3.23,0.02,0.06,-0.73,-0.010
0,2,758,1.65,-3.23,0.00,0.28,-0.49,-0.010
0,2,759,1.65,-3.23,-0.01,0.32,-0.82,-0.010
0,2,760,1.66,-3.22,-0.01,0.17,-0.81,-0.010
0,2,761,1.66,-3.22,0.01,0.50,0.14,-0.010
0,2,762,1.66,-3.22,0.04,0.21,-0.07,-0.010
0,2,763,1.66,-3.22,0.02,0.24,0.05,-0.010
0,2,764,1.66,-3.21,0.00,0.81,-0.14,-0.010
0,2,765,1.66,-3.21,0.05,0.02,-0.83,-0.010
0,2,766,1.66,-3.21,-0.01,0.19,-0.27,-0.010
0,2,767,1.66,-3.20,0.01,0.53,-0.68,-0.010
0,2,768,1.66,-3.20,0.02,0.16,-0.21,-0.010
0,2,769,1.66,-3.20,0.02,0.73,-0.69,-0.010
0,2,770,1.67,-3.20,0.04,0.05,-0.29,-0.010
0,2,771,1.67,-3.19,-0.00,0.18,-0.11,-0.010
0,2,772,1.67,-3.19,0.01,0.53,-0.57,-0.010
0,2,773,1.67,-3.19,0.02,0.82,-0.85,-0.010
0,2,774,1.67,-3.18,0.06,0.45,-0.68,-0.010
0,2,775,1.67,-3.18,-0.00,0.44,-0.71,-0.010
0,2,776,1.67,-3.17,-0.01,0.44,-0.86,-0.010
0,2,777,1.67,-3.17,0.01,0.66,-0.26,-0.010
0,2,778,1.67,-3.17,0.02,0.22,-0.25,-0.010
0,2,779,1.68,-3.16,0.01,0.37,-0.86,-0.010
0,2,780,1.68,-3.16,0.01,0.60,-0.83,-0.010
0,2,781,1.68,-3.15,0.01,0.69,-0.87,-0.010
0,2,782,1.68,-3.15,0.02,0.43,0.45,-0.010
0,2,783,1.68,-3.14,-0.00,0.88,0.58,-0.010
0,2,784,1.68,-3.14,0.06,0.40,-0.82,-0.010
0,2,785,1.68,-3.13,-0.02,0.23,-0.69,-0.010
0,2,786,1.69,-3.12,-0.01,0.29,-0.23,-0.010
0,2,787,1.69,-3.12,-0.00,0.27,-0.69,-0.010
0,2,788,1.69,-3.11,-0.00,0.33,-0.55,-0.010
0,2,789,1.69,-3.11,-0.00,0.49,-0.93,-0.010
0,2,790,1.69,-3.10,-0.01,0.64,-0.54,-0.010
0,2,791,1.69,-3.09,-0.01,0.15,-0.70,-0.010
0,2,792,1.70,-3.09,-0.01,0.45,-0.92,-0.010
0,2,793,1.70,-3.08,-0.02,0.45,0.40,-0.010
0,2,794,1.70,-3.07,-0.02,0.31,-0.82,-0.010
0,2,795,1.70,-3.07,-0.02,0.04,-0.75,-0.010
0,2,796,1.70,-3.06,-0.03,0.38,0.01,-0.010
0,2,797,1.70,-3.05,-0.03,0.47,0.11,-0.010
0,2,798,1.71,-3.05,-0.04,0.02,0.00,-0.010
0,2,799,1.71,-3.04,-0.04,0.12,0.32,-0.010
0,2,800,1.71,-3.03,-0.05,0.84,-0.03,-0.010
0,2,801,1.71,-3.02,-0.00,0.39,0.06,-0.010
0,2,802,1.71,-3.01,-0.07,0.56,-0.52,-0.010
0,2,803,1.72,-3.00,-0.07,0.68,-0.46,-0.010
0,2,804,1.72,-2.99,-0.07,0.69,0.65,-0.010
0,2,805,1.72,-2.98,-0.07,0.90,0.32,-0.010
0,2,806,1.72,-2.97,-0.01,0.79,-0.78,-0.010
0,2,807,1.73,-2.95,0.02,0.03,-0.71,-0.010
0,2,808,1.73,-2.94,-0.17,0.83,-0.64,-0.010
0,2,809,1.73,-2.92,-0.12,0.09,-0.78,-0.010
0,2,810,1.73,-2.91,-0.16,0.80,-0.60,-0.010
0,2,811,1.73,-2.90,-0.12,0.39,-0.37,-0.010
0,2,812,1.73,-2.89,-0.17,0.41,-0.05,-0.010
0,2,813,1.73,-2.88,-0.18,0.07,-0.40,-0.010
0,2,814,1.73,-2.86,-0.18,0.47,-0.87,-0.010
0,2,815,1.74,-2.85,-0.19,0.74,-0.30,-0.010
0,2,816,1.74,-2.84,-0.18,0.23,-0.91,-0.010
0,2,817,1.74,-2.83,-0.24,0.64,-0.53,-0.010
0,2,818,1.74,-2.81,-0.23,0.60,-0.76,-0.010
0,2,819,1.74,-2.80,-0.26,0.51,-0.38,-0.010
0,2,820,1.74,-2.78,-0.29,0.73,-0.05,-0.010
0,2,821,1.74,-2.77,-0.28,0.52,-0.36,-0.010
0,2,822,1.75,-2.75,-0.31,0.58,-0.34,-0.011
0,2,823,1.75,-2.73,-0.34,0.20,-0.93,-0.011
0,2,824,1.75,-2.72,-0.38,0.88,-0.84,-0.011
0,2,825,1.75,-2.70,-0.34,0.36,-0.62,-0.011
0,2,826,1.75,-2.68,-0.43,0.09,-0.08,-0.011
0,2,827,1.75,-2.66,-0.48,0.75,-0.80,-0.011
0,2,828,1.75,-2.64,-0.48,0.63,-0.65,-0.011
0,2,829,1.75,-2.62,-0.50,0.44,-0.78,-0.011
0,2,830,1.75,-2.60,-0.55,0.62,-0.61,-0.011
0,2,831,1.75,-2.58,-0.57,0.69,-0.47,-0.011
0,2,832,1.75,-2.55,-0.57,0.39,-0.95,-0.011
0,2,833,1.75,-2.53,-0.64,0.64,-0.46,-0.011
0,2,834,1.75,-2.50,-0.66,0.82,-0.91,-0.011
